"Device: USB-231"
"Serial Number: 219F0E1"
"Channel Count: 5"
"Sample Count: 17220"
"Start Time: 1/25/2024 12:37:30.522 PM"
"Scan Rate: 1000"
"Sample","Date/Time","Torque (V)","Temp1 (V)","CH2H Volt (V)","CH3H Current (V)","Temp2 (V)"
"13882","1/25/2024 12:37:44.404 PM","-0.153","3.012","1.444","1.099","2.988"
"13883","1/25/2024 12:37:44.405 PM","-0.163","3.005","1.453","1.098","2.991"
"13884","1/25/2024 12:37:44.406 PM","-0.153","3.010","1.442","1.099","2.988"
"13885","1/25/2024 12:37:44.407 PM","-0.163","3.010","1.448","1.099","2.988"
"13886","1/25/2024 12:37:44.408 PM","-0.158","3.009","1.451","1.096","2.987"
"13887","1/25/2024 12:37:44.409 PM","-0.152","3.011","1.453","1.098","2.990"
"13888","1/25/2024 12:37:44.410 PM","-0.155","3.010","1.455","1.098","2.989"
"13889","1/25/2024 12:37:44.411 PM","-0.163","3.005","1.449","1.098","2.989"
"13890","1/25/2024 12:37:44.412 PM","-0.170","3.008","1.453","1.099","2.987"
"13891","1/25/2024 12:37:44.413 PM","-0.162","3.020","1.450","1.096","2.987"
"13892","1/25/2024 12:37:44.414 PM","-0.158","3.010","1.451","1.096","2.986"
"13893","1/25/2024 12:37:44.415 PM","-0.160","3.011","1.448","1.097","2.988"
"13894","1/25/2024 12:37:44.416 PM","-0.171","3.010","1.445","1.097","2.987"
"13895","1/25/2024 12:37:44.417 PM","-0.170","3.010","1.452","1.098","2.986"
"13896","1/25/2024 12:37:44.418 PM","-0.161","3.012","1.446","1.098","2.988"
"13897","1/25/2024 12:37:44.419 PM","-0.167","3.014","1.448","1.098","2.987"
"13898","1/25/2024 12:37:44.420 PM","-0.167","3.010","1.447","1.100","2.989"
"13899","1/25/2024 12:37:44.421 PM","-0.160","3.011","1.456","1.098","2.987"
"13900","1/25/2024 12:37:44.422 PM","-0.164","3.015","1.445","1.097","2.990"
"13901","1/25/2024 12:37:44.423 PM","-0.159","3.009","1.448","1.098","2.989"
"13902","1/25/2024 12:37:44.424 PM","-0.152","3.011","1.447","1.099","2.988"
"13903","1/25/2024 12:37:44.425 PM","-0.154","3.008","1.446","1.100","2.987"
"13904","1/25/2024 12:37:44.426 PM","-0.158","3.012","1.451","1.098","2.990"
"13905","1/25/2024 12:37:44.427 PM","-0.159","3.009","1.452","1.097","2.989"
"13906","1/25/2024 12:37:44.428 PM","-0.150","3.007","1.450","1.099","2.987"
"13907","1/25/2024 12:37:44.429 PM","-0.161","3.010","1.448","1.100","2.987"
"13908","1/25/2024 12:37:44.430 PM","-0.159","3.003","1.451","1.096","2.989"
"13909","1/25/2024 12:37:44.431 PM","-0.159","3.012","1.450","1.098","2.989"
"13910","1/25/2024 12:37:44.432 PM","-0.158","3.011","1.450","1.098","2.987"
"13911","1/25/2024 12:37:44.433 PM","-0.156","3.007","1.453","1.099","2.985"
"13912","1/25/2024 12:37:44.434 PM","-0.170","3.011","1.444","1.099","2.986"
"13913","1/25/2024 12:37:44.435 PM","-0.160","3.011","1.451","1.099","2.988"
"13914","1/25/2024 12:37:44.436 PM","-0.161","3.016","1.448","1.099","2.986"
"13915","1/25/2024 12:37:44.437 PM","-0.160","3.014","1.454","1.101","2.988"
"13916","1/25/2024 12:37:44.438 PM","-0.157","2.996","1.451","1.097","2.988"
"13917","1/25/2024 12:37:44.439 PM","-0.153","3.009","1.452","1.100","2.988"
"13918","1/25/2024 12:37:44.440 PM","-0.154","3.008","1.452","1.100","2.988"
"13919","1/25/2024 12:37:44.441 PM","-0.159","3.012","1.446","1.100","2.993"
"13920","1/25/2024 12:37:44.442 PM","-0.159","3.009","1.452","1.100","2.985"
"13921","1/25/2024 12:37:44.443 PM","-0.164","3.010","1.450","1.100","2.986"
"13922","1/25/2024 12:37:44.444 PM","-0.161","3.009","1.453","1.100","2.988"
"13923","1/25/2024 12:37:44.445 PM","-0.161","3.009","1.453","1.101","2.985"
"13924","1/25/2024 12:37:44.446 PM","-0.166","3.017","1.452","1.098","2.986"
"13925","1/25/2024 12:37:44.447 PM","-0.171","3.008","1.447","1.100","2.987"
"13926","1/25/2024 12:37:44.448 PM","-0.165","3.014","1.452","1.098","2.987"
"13927","1/25/2024 12:37:44.449 PM","-0.160","3.011","1.451","1.098","2.987"
"13928","1/25/2024 12:37:44.450 PM","-0.163","3.010","1.449","1.098","2.986"
"13929","1/25/2024 12:37:44.451 PM","-0.163","3.010","1.452","1.099","2.987"
"13930","1/25/2024 12:37:44.452 PM","-0.159","3.010","1.444","1.100","2.989"
"13931","1/25/2024 12:37:44.453 PM","-0.152","3.012","1.454","1.100","2.985"
"13932","1/25/2024 12:37:44.454 PM","-0.159","3.009","1.446","1.100","2.989"
"13933","1/25/2024 12:37:44.455 PM","-0.158","3.017","1.452","1.099","2.987"
"13934","1/25/2024 12:37:44.456 PM","-0.150","3.008","1.453","1.101","2.988"
"13935","1/25/2024 12:37:44.457 PM","-0.158","3.010","1.449","1.099","2.986"
"13936","1/25/2024 12:37:44.458 PM","-0.145","3.010","1.454","1.098","2.986"
"13937","1/25/2024 12:37:44.459 PM","-0.147","3.012","1.446","1.098","2.987"
"13938","1/25/2024 12:37:44.460 PM","-0.148","3.010","1.452","1.100","2.987"
"13939","1/25/2024 12:37:44.461 PM","-0.161","3.009","1.449","1.098","2.987"
"13940","1/25/2024 12:37:44.462 PM","-0.160","3.011","1.454","1.100","2.987"
"13941","1/25/2024 12:37:44.463 PM","-0.147","3.024","1.454","1.097","2.988"
"13942","1/25/2024 12:37:44.464 PM","-0.162","3.014","1.453","1.098","2.987"
"13943","1/25/2024 12:37:44.465 PM","-0.159","3.007","1.454","1.099","2.987"
"13944","1/25/2024 12:37:44.466 PM","-0.161","3.007","1.452","1.098","2.987"
"13945","1/25/2024 12:37:44.467 PM","-0.159","3.010","1.452","1.095","2.985"
"13946","1/25/2024 12:37:44.468 PM","-0.167","3.010","1.447","1.101","2.990"
"13947","1/25/2024 12:37:44.469 PM","-0.164","3.006","1.452","1.097","2.988"
"13948","1/25/2024 12:37:44.470 PM","-0.159","3.013","1.445","1.096","2.985"
"13949","1/25/2024 12:37:44.471 PM","-0.156","3.009","1.449","1.100","2.988"
"13950","1/25/2024 12:37:44.472 PM","-0.160","2.990","1.446","1.099","2.987"
"13951","1/25/2024 12:37:44.473 PM","-0.158","3.011","1.454","1.100","2.989"
"13952","1/25/2024 12:37:44.474 PM","-0.166","3.010","1.451","1.099","2.991"
"13953","1/25/2024 12:37:44.475 PM","-0.156","3.011","1.438","1.099","2.987"
"13954","1/25/2024 12:37:44.476 PM","-0.166","3.011","1.454","1.100","2.988"
"13955","1/25/2024 12:37:44.477 PM","-0.171","3.012","1.446","1.099","2.989"
"13956","1/25/2024 12:37:44.478 PM","-0.158","3.010","1.450","1.098","2.985"
"13957","1/25/2024 12:37:44.479 PM","-0.162","3.012","1.447","1.100","2.988"
"13958","1/25/2024 12:37:44.480 PM","-0.163","3.001","1.460","1.099","2.986"
"13959","1/25/2024 12:37:44.481 PM","-0.168","3.011","1.451","1.098","2.986"
"13960","1/25/2024 12:37:44.482 PM","-0.169","3.007","1.449","1.098","2.987"
"13961","1/25/2024 12:37:44.483 PM","-0.166","3.010","1.453","1.098","2.987"
"13962","1/25/2024 12:37:44.484 PM","-0.166","3.011","1.445","1.102","2.986"
"13963","1/25/2024 12:37:44.485 PM","-0.158","3.013","1.452","1.100","2.987"
"13964","1/25/2024 12:37:44.486 PM","-0.163","3.008","1.453","1.098","2.987"
"13965","1/25/2024 12:37:44.487 PM","-0.149","3.009","1.449","1.098","2.987"
"13966","1/25/2024 12:37:44.488 PM","-0.154","3.012","1.452","1.098","2.985"
"13967","1/25/2024 12:37:44.489 PM","-0.158","3.016","1.451","1.096","2.987"
"13968","1/25/2024 12:37:44.490 PM","-0.158","3.010","1.452","1.100","2.985"
"13969","1/25/2024 12:37:44.491 PM","-0.163","3.013","1.450","1.100","2.987"
"13970","1/25/2024 12:37:44.492 PM","-0.159","3.013","1.452","1.101","2.986"
"13971","1/25/2024 12:37:44.493 PM","-0.165","3.011","1.448","1.099","2.988"
"13972","1/25/2024 12:37:44.494 PM","-0.163","3.014","1.450","1.098","2.988"
"13973","1/25/2024 12:37:44.495 PM","-0.161","3.010","1.450","1.099","2.989"
"13974","1/25/2024 12:37:44.496 PM","-0.173","3.001","1.454","1.100","2.987"
"13975","1/25/2024 12:37:44.497 PM","-0.163","3.019","1.452","1.098","2.989"
"13976","1/25/2024 12:37:44.498 PM","-0.163","3.007","1.453","1.098","2.986"
"13977","1/25/2024 12:37:44.499 PM","-0.163","3.009","1.451","1.098","2.986"
"13978","1/25/2024 12:37:44.500 PM","-0.166","3.011","1.454","1.098","2.988"
"13979","1/25/2024 12:37:44.501 PM","-0.158","3.017","1.452","1.099","2.985"
"13980","1/25/2024 12:37:44.502 PM","-0.148","3.013","1.449","1.098","2.990"
"13981","1/25/2024 12:37:44.503 PM","-0.151","3.005","1.454","1.097","2.985"
"13982","1/25/2024 12:37:44.504 PM","-0.160","3.020","1.450","1.100","2.987"
"13983","1/25/2024 12:37:44.505 PM","-0.162","3.023","1.453","1.098","2.991"
"13984","1/25/2024 12:37:44.506 PM","-0.161","3.010","1.450","1.098","2.988"
"13985","1/25/2024 12:37:44.507 PM","-0.149","3.008","1.452","1.098","2.989"
"13986","1/25/2024 12:37:44.508 PM","-0.161","3.011","1.453","1.098","2.991"
"13987","1/25/2024 12:37:44.509 PM","-0.170","3.010","1.455","1.098","2.985"
"13988","1/25/2024 12:37:44.510 PM","-0.151","3.010","1.452","1.100","2.989"
"13989","1/25/2024 12:37:44.511 PM","-0.172","3.012","1.456","1.099","2.987"
"13990","1/25/2024 12:37:44.512 PM","-0.171","3.010","1.448","1.100","2.988"
"13991","1/25/2024 12:37:44.513 PM","-0.163","3.026","1.459","1.100","2.988"
"13992","1/25/2024 12:37:44.514 PM","-0.166","3.017","1.455","1.099","2.988"
"13993","1/25/2024 12:37:44.515 PM","-0.170","3.016","1.449","1.098","2.987"
"13994","1/25/2024 12:37:44.516 PM","-0.164","3.011","1.456","1.100","2.986"
"13995","1/25/2024 12:37:44.517 PM","-0.161","3.010","1.449","1.098","2.987"
"13996","1/25/2024 12:37:44.518 PM","-0.161","3.010","1.454","1.098","2.988"
"13997","1/25/2024 12:37:44.519 PM","-0.159","3.014","1.456","1.101","2.988"
"13998","1/25/2024 12:37:44.520 PM","-0.157","3.014","1.450","1.101","2.987"
"13999","1/25/2024 12:37:44.521 PM","-0.154","3.015","1.456","1.100","2.988"
"14000","1/25/2024 12:37:44.522 PM","-0.151","2.994","1.449","1.099","2.989"
"14001","1/25/2024 12:37:44.523 PM","-0.155","3.009","1.456","1.099","2.987"
"14002","1/25/2024 12:37:44.524 PM","-0.156","3.010","1.452","1.098","2.986"
"14003","1/25/2024 12:37:44.525 PM","-0.146","3.007","1.453","1.099","2.985"
"14004","1/25/2024 12:37:44.526 PM","-0.152","3.014","1.457","1.099","2.987"
"14005","1/25/2024 12:37:44.527 PM","-0.154","3.009","1.451","1.098","2.989"
"14006","1/25/2024 12:37:44.528 PM","-0.157","3.010","1.457","1.100","2.987"
"14007","1/25/2024 12:37:44.529 PM","-0.162","3.010","1.443","1.099","2.985"
"14008","1/25/2024 12:37:44.530 PM","-0.162","3.017","1.453","1.100","2.987"
"14009","1/25/2024 12:37:44.531 PM","-0.164","3.009","1.453","1.097","2.987"
"14010","1/25/2024 12:37:44.532 PM","-0.163","3.006","1.452","1.098","2.990"
"14011","1/25/2024 12:37:44.533 PM","-0.159","3.006","1.456","1.102","2.987"
"14012","1/25/2024 12:37:44.534 PM","-0.157","3.013","1.452","1.100","2.987"
"14013","1/25/2024 12:37:44.535 PM","-0.164","3.007","1.453","1.100","2.987"
"14014","1/25/2024 12:37:44.536 PM","-0.169","3.003","1.452","1.098","2.985"
"14015","1/25/2024 12:37:44.537 PM","-0.160","3.010","1.454","1.098","2.985"
"14016","1/25/2024 12:37:44.538 PM","-0.159","3.017","1.450","1.101","2.988"
"14017","1/25/2024 12:37:44.539 PM","-0.164","3.007","1.453","1.099","2.989"
"14018","1/25/2024 12:37:44.540 PM","-0.162","3.009","1.453","1.098","2.987"
"14019","1/25/2024 12:37:44.541 PM","-0.158","3.010","1.450","1.096","2.991"
"14020","1/25/2024 12:37:44.542 PM","-0.164","3.011","1.453","1.100","2.989"
"14021","1/25/2024 12:37:44.543 PM","-0.163","3.009","1.449","1.096","2.989"
"14022","1/25/2024 12:37:44.544 PM","-0.160","3.010","1.450","1.099","2.987"
"14023","1/25/2024 12:37:44.545 PM","-0.152","3.014","1.452","1.096","2.988"
"14024","1/25/2024 12:37:44.546 PM","-0.163","3.008","1.451","1.098","2.983"
"14025","1/25/2024 12:37:44.547 PM","-0.167","2.999","1.447","1.101","2.982"
"14026","1/25/2024 12:37:44.548 PM","-0.171","3.011","1.448","1.098","2.986"
"14027","1/25/2024 12:37:44.549 PM","-0.161","3.010","1.449","1.098","2.987"
"14028","1/25/2024 12:37:44.550 PM","-0.158","3.010","1.453","1.098","2.988"
"14029","1/25/2024 12:37:44.551 PM","-0.169","3.002","1.452","1.100","2.987"
"14030","1/25/2024 12:37:44.552 PM","-0.171","3.006","1.451","1.096","2.987"
"14031","1/25/2024 12:37:44.553 PM","-0.161","3.007","1.454","1.099","2.988"
"14032","1/25/2024 12:37:44.554 PM","-0.161","3.010","1.446","1.100","2.988"
"14033","1/25/2024 12:37:44.555 PM","-0.161","3.005","1.458","1.099","2.986"
"14034","1/25/2024 12:37:44.556 PM","-0.163","3.009","1.448","1.097","2.989"
"14035","1/25/2024 12:37:44.557 PM","-0.158","3.010","1.452","1.097","2.987"
"14036","1/25/2024 12:37:44.558 PM","-0.152","3.011","1.453","1.099","2.989"
"14037","1/25/2024 12:37:44.559 PM","-0.159","3.007","1.453","1.097","2.985"
"14038","1/25/2024 12:37:44.560 PM","-0.167","3.013","1.451","1.098","2.989"
"14039","1/25/2024 12:37:44.561 PM","-0.161","3.009","1.447","1.099","2.988"
"14040","1/25/2024 12:37:44.562 PM","-0.158","3.013","1.453","1.100","2.988"
"14041","1/25/2024 12:37:44.563 PM","-0.160","3.013","1.447","1.097","2.988"
"14042","1/25/2024 12:37:44.564 PM","-0.167","3.004","1.447","1.098","2.987"
"14043","1/25/2024 12:37:44.565 PM","-0.168","3.011","1.451","1.098","2.989"
"14044","1/25/2024 12:37:44.566 PM","-0.159","3.008","1.446","1.100","2.985"
"14045","1/25/2024 12:37:44.567 PM","-0.163","3.010","1.450","1.099","2.988"
"14046","1/25/2024 12:37:44.568 PM","-0.169","3.017","1.453","1.098","2.987"
"14047","1/25/2024 12:37:44.569 PM","-0.158","3.001","1.449","1.098","2.986"
"14048","1/25/2024 12:37:44.570 PM","-0.152","3.011","1.452","1.100","2.989"
"14049","1/25/2024 12:37:44.571 PM","-0.153","3.020","1.449","1.098","2.989"
"14050","1/25/2024 12:37:44.572 PM","-0.153","3.001","1.450","1.101","2.987"
"14051","1/25/2024 12:37:44.573 PM","-0.151","3.008","1.449","1.098","2.987"
"14052","1/25/2024 12:37:44.574 PM","-0.157","3.012","1.447","1.096","2.987"
"14053","1/25/2024 12:37:44.575 PM","-0.173","3.012","1.452","1.098","2.988"
"14054","1/25/2024 12:37:44.576 PM","-0.152","3.010","1.443","1.099","2.987"
"14055","1/25/2024 12:37:44.577 PM","-0.154","3.011","1.454","1.098","2.984"
"14056","1/25/2024 12:37:44.578 PM","-0.163","3.009","1.450","1.099","2.987"
"14057","1/25/2024 12:37:44.579 PM","-0.163","3.006","1.452","1.100","2.987"
"14058","1/25/2024 12:37:44.580 PM","-0.172","3.000","1.454","1.098","2.987"
"14059","1/25/2024 12:37:44.581 PM","-0.159","3.008","1.449","1.100","2.988"
"14060","1/25/2024 12:37:44.582 PM","-0.158","3.013","1.449","1.098","2.985"
"14061","1/25/2024 12:37:44.583 PM","-0.157","3.011","1.453","1.099","2.988"
"14062","1/25/2024 12:37:44.584 PM","-0.158","3.012","1.448","1.101","2.989"
"14063","1/25/2024 12:37:44.585 PM","-0.159","3.008","1.451","1.097","2.987"
"14064","1/25/2024 12:37:44.586 PM","-0.152","3.013","1.451","1.099","2.989"
"14065","1/25/2024 12:37:44.587 PM","-0.158","3.009","1.450","1.100","2.989"
"14066","1/25/2024 12:37:44.588 PM","-0.157","2.995","1.453","1.098","2.987"
"14067","1/25/2024 12:37:44.589 PM","-0.152","3.016","1.448","1.100","2.987"
"14068","1/25/2024 12:37:44.590 PM","-0.143","3.012","1.450","1.100","2.987"
"14069","1/25/2024 12:37:44.591 PM","-0.149","3.014","1.449","1.102","2.990"
"14070","1/25/2024 12:37:44.592 PM","-0.158","3.007","1.451","1.100","2.986"
"14071","1/25/2024 12:37:44.593 PM","-0.159","3.008","1.452","1.099","2.988"
"14072","1/25/2024 12:37:44.594 PM","-0.149","3.010","1.445","1.096","2.985"
"14073","1/25/2024 12:37:44.595 PM","-0.154","3.013","1.457","1.100","2.987"
"14074","1/25/2024 12:37:44.596 PM","-0.164","2.998","1.453","1.099","2.988"
"14075","1/25/2024 12:37:44.597 PM","-0.160","2.989","1.452","1.098","2.989"
"14076","1/25/2024 12:37:44.598 PM","-0.151","3.014","1.451","1.100","2.988"
"14077","1/25/2024 12:37:44.599 PM","-0.157","3.010","1.450","1.098","2.988"
"14078","1/25/2024 12:37:44.600 PM","-0.161","3.010","1.453","1.099","2.987"
"14079","1/25/2024 12:37:44.601 PM","-0.162","3.013","1.449","1.098","2.989"
"14080","1/25/2024 12:37:44.602 PM","-0.159","2.998","1.449","1.098","2.989"
"14081","1/25/2024 12:37:44.603 PM","-0.158","3.014","1.446","1.098","2.989"
"14082","1/25/2024 12:37:44.604 PM","-0.155","3.000","1.451","1.100","2.986"
"14083","1/25/2024 12:37:44.605 PM","-0.152","3.033","1.453","1.099","2.988"
"14084","1/25/2024 12:37:44.606 PM","-0.150","3.013","1.448","1.098","2.987"
"14085","1/25/2024 12:37:44.607 PM","-0.159","3.011","1.450","1.097","2.990"
"14086","1/25/2024 12:37:44.608 PM","-0.159","3.011","1.452","1.097","2.985"
"14087","1/25/2024 12:37:44.609 PM","-0.159","3.010","1.450","1.100","2.987"
"14088","1/25/2024 12:37:44.610 PM","-0.169","3.009","1.449","1.098","2.990"
"14089","1/25/2024 12:37:44.611 PM","-0.159","3.011","1.452","1.100","2.989"
"14090","1/25/2024 12:37:44.612 PM","-0.162","3.012","1.449","1.095","2.987"
"14091","1/25/2024 12:37:44.613 PM","-0.164","3.003","1.447","1.100","2.988"
"14092","1/25/2024 12:37:44.614 PM","-0.164","3.006","1.448","1.097","2.988"
"14093","1/25/2024 12:37:44.615 PM","-0.157","3.008","1.454","1.098","2.988"
"14094","1/25/2024 12:37:44.616 PM","-0.157","3.010","1.450","1.096","2.987"
"14095","1/25/2024 12:37:44.617 PM","-0.159","3.012","1.448","1.099","2.989"
"14096","1/25/2024 12:37:44.618 PM","-0.170","3.017","1.449","1.096","2.986"
"14097","1/25/2024 12:37:44.619 PM","-0.159","3.010","1.448","1.099","2.985"
"14098","1/25/2024 12:37:44.620 PM","-0.160","3.005","1.443","1.098","2.985"
"14099","1/25/2024 12:37:44.621 PM","-0.150","3.015","1.453","1.098","2.987"
"14100","1/25/2024 12:37:44.622 PM","-0.159","3.010","1.442","1.096","2.988"
"14101","1/25/2024 12:37:44.623 PM","-0.158","3.009","1.444","1.096","2.987"
"14102","1/25/2024 12:37:44.624 PM","-0.162","3.010","1.453","1.100","2.991"
"14103","1/25/2024 12:37:44.625 PM","-0.156","3.014","1.448","1.096","2.987"
"14104","1/25/2024 12:37:44.626 PM","-0.157","3.011","1.451","1.101","2.985"
"14105","1/25/2024 12:37:44.627 PM","-0.161","3.011","1.450","1.100","2.987"
"14106","1/25/2024 12:37:44.628 PM","-0.161","3.010","1.445","1.098","2.988"
"14107","1/25/2024 12:37:44.629 PM","-0.153","3.007","1.450","1.098","2.983"
"14108","1/25/2024 12:37:44.630 PM","-0.170","3.022","1.448","1.097","2.989"
"14109","1/25/2024 12:37:44.631 PM","-0.158","3.011","1.450","1.096","2.988"
"14110","1/25/2024 12:37:44.632 PM","-0.169","3.011","1.446","1.099","2.987"
"14111","1/25/2024 12:37:44.633 PM","-0.163","3.011","1.448","1.098","2.986"
"14112","1/25/2024 12:37:44.634 PM","-0.169","3.010","1.453","1.098","2.990"
"14113","1/25/2024 12:37:44.635 PM","-0.161","3.022","1.449","1.097","2.988"
"14114","1/25/2024 12:37:44.636 PM","-0.160","3.002","1.451","1.098","2.985"
"14115","1/25/2024 12:37:44.637 PM","-0.144","3.014","1.449","1.098","2.987"
"14116","1/25/2024 12:37:44.638 PM","-0.152","3.014","1.443","1.098","2.985"
"14117","1/25/2024 12:37:44.639 PM","-0.156","3.000","1.449","1.098","2.987"
"14118","1/25/2024 12:37:44.640 PM","-0.169","3.010","1.448","1.098","2.989"
"14119","1/25/2024 12:37:44.641 PM","-0.158","3.003","1.445","1.099","2.985"
"14120","1/25/2024 12:37:44.642 PM","-0.169","3.015","1.449","1.098","2.987"
"14121","1/25/2024 12:37:44.643 PM","-0.165","3.008","1.448","1.098","2.987"
"14122","1/25/2024 12:37:44.644 PM","-0.159","3.010","1.449","1.100","2.989"
"14123","1/25/2024 12:37:44.645 PM","-0.171","3.012","1.447","1.098","2.986"
"14124","1/25/2024 12:37:44.646 PM","-0.169","3.009","1.449","1.099","2.989"
"14125","1/25/2024 12:37:44.647 PM","-0.165","3.003","1.450","1.100","2.988"
"14126","1/25/2024 12:37:44.648 PM","-0.162","3.009","1.449","1.099","2.986"
"14127","1/25/2024 12:37:44.649 PM","-0.159","3.011","1.451","1.096","2.988"
"14128","1/25/2024 12:37:44.650 PM","-0.164","3.010","1.444","1.099","2.988"
"14129","1/25/2024 12:37:44.651 PM","-0.158","3.002","1.454","1.100","2.990"
"14130","1/25/2024 12:37:44.652 PM","-0.160","3.011","1.449","1.098","2.988"
"14131","1/25/2024 12:37:44.653 PM","-0.146","3.017","1.450","1.099","2.989"
"14132","1/25/2024 12:37:44.654 PM","-0.152","2.999","1.450","1.098","2.989"
"14133","1/25/2024 12:37:44.655 PM","-0.152","3.000","1.449","1.097","2.985"
"14134","1/25/2024 12:37:44.656 PM","-0.155","3.007","1.450","1.099","2.988"
"14135","1/25/2024 12:37:44.657 PM","-0.151","3.010","1.449","1.102","2.981"
"14136","1/25/2024 12:37:44.658 PM","-0.156","3.011","1.446","1.100","2.988"
"14137","1/25/2024 12:37:44.659 PM","-0.166","3.013","1.449","1.099","2.987"
"14138","1/25/2024 12:37:44.660 PM","-0.160","3.010","1.447","1.099","2.986"
"14139","1/25/2024 12:37:44.661 PM","-0.152","3.009","1.449","1.100","2.991"
"14140","1/25/2024 12:37:44.662 PM","-0.147","3.010","1.449","1.100","2.989"
"14141","1/25/2024 12:37:44.663 PM","-0.152","3.002","1.448","1.098","2.988"
"14142","1/25/2024 12:37:44.664 PM","-0.157","3.006","1.452","1.098","2.989"
"14143","1/25/2024 12:37:44.665 PM","-0.161","3.009","1.449","1.097","2.987"
"14144","1/25/2024 12:37:44.666 PM","-0.170","3.010","1.452","1.099","2.987"
"14145","1/25/2024 12:37:44.667 PM","-0.156","3.011","1.445","1.100","2.977"
"14146","1/25/2024 12:37:44.668 PM","-0.149","3.013","1.454","1.096","2.987"
"14147","1/25/2024 12:37:44.669 PM","-0.151","3.004","1.453","1.101","2.988"
"14148","1/25/2024 12:37:44.670 PM","-0.148","3.006","1.449","1.098","2.988"
"14149","1/25/2024 12:37:44.671 PM","-0.150","3.006","1.450","1.097","2.987"
"14150","1/25/2024 12:37:44.672 PM","-0.156","2.996","1.449","1.097","2.987"
"14151","1/25/2024 12:37:44.673 PM","-0.154","3.013","1.454","1.097","2.988"
"14152","1/25/2024 12:37:44.674 PM","-0.152","3.011","1.450","1.097","2.988"
"14153","1/25/2024 12:37:44.675 PM","-0.156","3.009","1.448","1.098","2.988"
"14154","1/25/2024 12:37:44.676 PM","-0.164","3.011","1.449","1.098","2.985"
"14155","1/25/2024 12:37:44.677 PM","-0.162","3.014","1.451","1.099","2.986"
"14156","1/25/2024 12:37:44.678 PM","-0.158","3.011","1.446","1.100","2.988"
"14157","1/25/2024 12:37:44.679 PM","-0.151","3.008","1.453","1.099","2.986"
"14158","1/25/2024 12:37:44.680 PM","-0.172","3.000","1.451","1.099","2.985"
"14159","1/25/2024 12:37:44.681 PM","-0.163","3.010","1.449","1.100","2.987"
"14160","1/25/2024 12:37:44.682 PM","-0.162","3.009","1.453","1.100","2.988"
"14161","1/25/2024 12:37:44.683 PM","-0.167","3.008","1.450","1.096","2.988"
"14162","1/25/2024 12:37:44.684 PM","-0.173","3.008","1.450","1.098","2.988"
"14163","1/25/2024 12:37:44.685 PM","-0.164","3.005","1.449","1.100","2.987"
"14164","1/25/2024 12:37:44.686 PM","-0.157","3.004","1.449","1.098","2.991"
"14165","1/25/2024 12:37:44.687 PM","-0.160","3.010","1.452","1.098","2.988"
"14166","1/25/2024 12:37:44.688 PM","-0.155","3.007","1.452","1.100","2.985"
"14167","1/25/2024 12:37:44.689 PM","-0.162","3.020","1.451","1.101","2.987"
"14168","1/25/2024 12:37:44.690 PM","-0.159","3.010","1.452","1.098","2.987"
"14169","1/25/2024 12:37:44.691 PM","-0.150","3.010","1.449","1.098","2.987"
"14170","1/25/2024 12:37:44.692 PM","-0.159","3.009","1.444","1.097","2.987"
"14171","1/25/2024 12:37:44.693 PM","-0.162","3.010","1.450","1.099","2.987"
"14172","1/25/2024 12:37:44.694 PM","-0.161","3.011","1.443","1.097","2.989"
"14173","1/25/2024 12:37:44.695 PM","-0.164","3.009","1.455","1.097","2.989"
"14174","1/25/2024 12:37:44.696 PM","-0.171","3.004","1.450","1.100","2.986"
"14175","1/25/2024 12:37:44.697 PM","-0.175","3.017","1.448","1.098","2.989"
"14176","1/25/2024 12:37:44.698 PM","-0.167","3.009","1.452","1.096","2.988"
"14177","1/25/2024 12:37:44.699 PM","-0.166","3.014","1.453","1.098","2.987"
"14178","1/25/2024 12:37:44.700 PM","-0.165","3.011","1.452","1.099","2.988"
"14179","1/25/2024 12:37:44.701 PM","-0.158","3.004","1.453","1.099","2.988"
"14180","1/25/2024 12:37:44.702 PM","-0.151","3.003","1.445","1.101","2.987"
"14181","1/25/2024 12:37:44.703 PM","-0.161","3.010","1.447","1.097","2.989"
"14182","1/25/2024 12:37:44.704 PM","-0.159","3.010","1.453","1.096","2.987"
"14183","1/25/2024 12:37:44.705 PM","-0.151","3.030","1.453","1.095","2.990"
"14184","1/25/2024 12:37:44.706 PM","-0.170","3.010","1.453","1.098","2.988"
"14185","1/25/2024 12:37:44.707 PM","-0.168","3.011","1.448","1.100","2.986"
"14186","1/25/2024 12:37:44.708 PM","-0.157","3.010","1.456","1.099","2.988"
"14187","1/25/2024 12:37:44.709 PM","-0.162","3.010","1.453","1.096","2.986"
"14188","1/25/2024 12:37:44.710 PM","-0.175","3.010","1.446","1.098","2.986"
"14189","1/25/2024 12:37:44.711 PM","-0.160","3.010","1.452","1.099","2.987"
"14190","1/25/2024 12:37:44.712 PM","-0.176","3.013","1.448","1.099","2.986"
"14191","1/25/2024 12:37:44.713 PM","-0.174","3.024","1.450","1.098","2.989"
"14192","1/25/2024 12:37:44.714 PM","-0.166","3.007","1.453","1.099","2.988"
"14193","1/25/2024 12:37:44.715 PM","-0.174","3.013","1.452","1.098","2.988"
"14194","1/25/2024 12:37:44.716 PM","-0.174","3.010","1.451","1.099","2.985"
"14195","1/25/2024 12:37:44.717 PM","-0.167","3.010","1.452","1.101","2.990"
