"Device: USB-231"
"Serial Number: 219F0E1"
"Channel Count: 5"
"Sample Count: 17220"
"Start Time: 1/25/2024 12:37:30.522 PM"
"Scan Rate: 1000"
"Sample","Date/Time","Torque (V)","Temp1 (V)","CH2H Volt (V)","CH3H Current (V)","Temp2 (V)"
"14196","1/25/2024 12:37:44.718 PM","-0.164","3.014","1.450","1.099","2.989"
"14197","1/25/2024 12:37:44.719 PM","-0.163","3.017","1.448","1.100","2.983"
"14198","1/25/2024 12:37:44.720 PM","-0.169","3.017","1.456","1.100","2.988"
"14199","1/25/2024 12:37:44.721 PM","-0.171","3.020","1.449","1.098","2.988"
"14200","1/25/2024 12:37:44.722 PM","-0.162","2.999","1.453","1.101","2.988"
"14201","1/25/2024 12:37:44.723 PM","-0.157","3.009","1.449","1.097","2.987"
"14202","1/25/2024 12:37:44.724 PM","-0.159","3.010","1.452","1.099","2.987"
"14203","1/25/2024 12:37:44.725 PM","-0.165","3.009","1.445","1.097","2.988"
"14204","1/25/2024 12:37:44.726 PM","-0.162","3.010","1.451","1.098","2.987"
"14205","1/25/2024 12:37:44.727 PM","-0.166","3.009","1.454","1.101","2.987"
"14206","1/25/2024 12:37:44.728 PM","-0.165","3.010","1.448","1.097","2.986"
"14207","1/25/2024 12:37:44.729 PM","-0.167","3.008","1.450","1.098","2.987"
"14208","1/25/2024 12:37:44.730 PM","-0.170","3.014","1.453","1.098","2.986"
"14209","1/25/2024 12:37:44.731 PM","-0.168","3.011","1.453","1.100","2.989"
"14210","1/25/2024 12:37:44.732 PM","-0.164","3.013","1.453","1.098","2.989"
"14211","1/25/2024 12:37:44.733 PM","-0.171","3.012","1.451","1.098","2.987"
"14212","1/25/2024 12:37:44.734 PM","-0.170","3.010","1.454","1.101","2.989"
"14213","1/25/2024 12:37:44.735 PM","-0.162","3.017","1.452","1.099","2.986"
"14214","1/25/2024 12:37:44.736 PM","-0.170","3.007","1.452","1.102","2.987"
"14215","1/25/2024 12:37:44.737 PM","-0.162","3.014","1.451","1.097","2.987"
"14216","1/25/2024 12:37:44.738 PM","-0.151","3.003","1.453","1.097","2.987"
"14217","1/25/2024 12:37:44.739 PM","-0.166","3.013","1.453","1.099","2.988"
"14218","1/25/2024 12:37:44.740 PM","-0.161","3.010","1.453","1.100","2.989"
"14219","1/25/2024 12:37:44.741 PM","-0.162","3.013","1.455","1.098","2.988"
"14220","1/25/2024 12:37:44.742 PM","-0.158","3.008","1.450","1.100","2.989"
"14221","1/25/2024 12:37:44.743 PM","-0.159","3.013","1.455","1.098","2.989"
"14222","1/25/2024 12:37:44.744 PM","-0.156","3.010","1.452","1.099","2.986"
"14223","1/25/2024 12:37:44.745 PM","-0.162","3.010","1.453","1.097","2.986"
"14224","1/25/2024 12:37:44.746 PM","-0.167","3.004","1.453","1.099","2.985"
"14225","1/25/2024 12:37:44.747 PM","-0.164","3.009","1.447","1.098","2.987"
"14226","1/25/2024 12:37:44.748 PM","-0.160","3.010","1.453","1.100","2.988"
"14227","1/25/2024 12:37:44.749 PM","-0.157","3.009","1.450","1.098","2.987"
"14228","1/25/2024 12:37:44.750 PM","-0.166","3.010","1.455","1.100","2.988"
"14229","1/25/2024 12:37:44.751 PM","-0.157","3.006","1.446","1.098","2.988"
"14230","1/25/2024 12:37:44.752 PM","-0.170","3.019","1.454","1.098","2.987"
"14231","1/25/2024 12:37:44.753 PM","-0.168","3.019","1.453","1.098","2.990"
"14232","1/25/2024 12:37:44.754 PM","-0.173","3.006","1.447","1.100","2.986"
"14233","1/25/2024 12:37:44.755 PM","-0.162","2.998","1.455","1.100","2.989"
"14234","1/25/2024 12:37:44.756 PM","-0.170","3.010","1.449","1.101","2.986"
"14235","1/25/2024 12:37:44.757 PM","-0.170","3.011","1.456","1.100","2.986"
"14236","1/25/2024 12:37:44.758 PM","-0.166","3.010","1.452","1.098","2.987"
"14237","1/25/2024 12:37:44.759 PM","-0.161","3.012","1.453","1.099","2.986"
"14238","1/25/2024 12:37:44.760 PM","-0.164","3.011","1.453","1.099","2.988"
"14239","1/25/2024 12:37:44.761 PM","-0.173","3.010","1.449","1.100","2.991"
"14240","1/25/2024 12:37:44.762 PM","-0.165","3.011","1.451","1.098","2.988"
"14241","1/25/2024 12:37:44.763 PM","-0.162","2.995","1.449","1.100","2.987"
"14242","1/25/2024 12:37:44.764 PM","-0.162","3.002","1.452","1.100","2.988"
"14243","1/25/2024 12:37:44.765 PM","-0.156","3.011","1.449","1.098","2.987"
"14244","1/25/2024 12:37:44.766 PM","-0.160","3.006","1.453","1.099","2.987"
"14245","1/25/2024 12:37:44.767 PM","-0.163","3.013","1.452","1.096","2.986"
"14246","1/25/2024 12:37:44.768 PM","-0.166","3.001","1.453","1.098","2.989"
"14247","1/25/2024 12:37:44.769 PM","-0.166","3.017","1.451","1.099","2.987"
"14248","1/25/2024 12:37:44.770 PM","-0.163","3.007","1.450","1.098","2.988"
"14249","1/25/2024 12:37:44.771 PM","-0.166","3.004","1.454","1.098","2.986"
"14250","1/25/2024 12:37:44.772 PM","-0.169","3.003","1.449","1.097","2.989"
"14251","1/25/2024 12:37:44.773 PM","-0.160","3.009","1.454","1.100","2.980"
"14252","1/25/2024 12:37:44.774 PM","-0.160","3.013","1.453","1.100","2.990"
"14253","1/25/2024 12:37:44.775 PM","-0.162","3.011","1.451","1.099","2.988"
"14254","1/25/2024 12:37:44.776 PM","-0.162","3.014","1.454","1.098","2.988"
"14255","1/25/2024 12:37:44.777 PM","-0.168","3.011","1.451","1.098","2.989"
"14256","1/25/2024 12:37:44.778 PM","-0.156","3.011","1.451","1.097","2.989"
"14257","1/25/2024 12:37:44.779 PM","-0.150","3.009","1.452","1.099","2.988"
"14258","1/25/2024 12:37:44.780 PM","-0.165","3.019","1.450","1.098","2.990"
"14259","1/25/2024 12:37:44.781 PM","-0.158","3.012","1.447","1.100","2.989"
"14260","1/25/2024 12:37:44.782 PM","-0.169","3.009","1.449","1.096","2.992"
"14261","1/25/2024 12:37:44.783 PM","-0.167","3.007","1.449","1.099","2.989"
"14262","1/25/2024 12:37:44.784 PM","-0.161","3.012","1.454","1.098","2.987"
"14263","1/25/2024 12:37:44.785 PM","-0.157","3.006","1.450","1.100","2.987"
"14264","1/25/2024 12:37:44.786 PM","-0.158","3.005","1.453","1.101","2.987"
"14265","1/25/2024 12:37:44.787 PM","-0.159","3.010","1.450","1.098","2.985"
"14266","1/25/2024 12:37:44.788 PM","-0.154","3.007","1.448","1.097","2.987"
"14267","1/25/2024 12:37:44.789 PM","-0.160","3.006","1.453","1.100","2.987"
"14268","1/25/2024 12:37:44.790 PM","-0.166","3.016","1.446","1.100","2.986"
"14269","1/25/2024 12:37:44.791 PM","-0.155","3.010","1.453","1.100","2.989"
"14270","1/25/2024 12:37:44.792 PM","-0.157","3.009","1.451","1.100","2.985"
"14271","1/25/2024 12:37:44.793 PM","-0.162","3.011","1.455","1.101","2.987"
"14272","1/25/2024 12:37:44.794 PM","-0.148","3.012","1.453","1.097","2.988"
"14273","1/25/2024 12:37:44.795 PM","-0.153","3.012","1.448","1.098","2.978"
"14274","1/25/2024 12:37:44.796 PM","-0.159","3.008","1.455","1.097","2.985"
"14275","1/25/2024 12:37:44.797 PM","-0.174","3.014","1.450","1.100","2.987"
"14276","1/25/2024 12:37:44.798 PM","-0.161","3.009","1.454","1.098","2.988"
"14277","1/25/2024 12:37:44.799 PM","-0.158","3.012","1.446","1.100","2.986"
"14278","1/25/2024 12:37:44.800 PM","-0.152","3.010","1.450","1.098","2.987"
"14279","1/25/2024 12:37:44.801 PM","-0.162","3.003","1.446","1.096","2.988"
"14280","1/25/2024 12:37:44.802 PM","-0.154","3.015","1.451","1.098","2.987"
"14281","1/25/2024 12:37:44.803 PM","-0.147","3.011","1.453","1.098","2.987"
"14282","1/25/2024 12:37:44.804 PM","-0.150","3.011","1.450","1.098","2.988"
"14283","1/25/2024 12:37:44.805 PM","-0.151","3.016","1.451","1.098","2.986"
"14284","1/25/2024 12:37:44.806 PM","-0.144","3.010","1.449","1.099","2.987"
"14285","1/25/2024 12:37:44.807 PM","-0.169","3.011","1.448","1.096","2.989"
"14286","1/25/2024 12:37:44.808 PM","-0.161","3.009","1.452","1.101","2.987"
"14287","1/25/2024 12:37:44.809 PM","-0.171","3.012","1.448","1.096","2.988"
"14288","1/25/2024 12:37:44.810 PM","-0.162","3.010","1.451","1.100","2.988"
"14289","1/25/2024 12:37:44.811 PM","-0.165","3.012","1.450","1.100","2.986"
"14290","1/25/2024 12:37:44.812 PM","-0.164","3.010","1.449","1.100","2.987"
"14291","1/25/2024 12:37:44.813 PM","-0.162","3.020","1.453","1.096","2.980"
"14292","1/25/2024 12:37:44.814 PM","-0.145","3.010","1.448","1.097","2.986"
"14293","1/25/2024 12:37:44.815 PM","-0.169","3.009","1.454","1.098","2.987"
"14294","1/25/2024 12:37:44.816 PM","-0.158","3.009","1.449","1.099","2.987"
"14295","1/25/2024 12:37:44.817 PM","-0.161","3.010","1.451","1.100","2.986"
"14296","1/25/2024 12:37:44.818 PM","-0.154","3.013","1.446","1.098","2.987"
"14297","1/25/2024 12:37:44.819 PM","-0.163","3.012","1.447","1.098","2.987"
"14298","1/25/2024 12:37:44.820 PM","-0.155","3.016","1.445","1.097","2.989"
"14299","1/25/2024 12:37:44.821 PM","-0.151","3.019","1.453","1.098","2.985"
"14300","1/25/2024 12:37:44.822 PM","-0.155","3.018","1.452","1.098","2.991"
"14301","1/25/2024 12:37:44.823 PM","-0.166","3.010","1.450","1.099","2.987"
"14302","1/25/2024 12:37:44.824 PM","-0.161","3.009","1.450","1.096","2.991"
"14303","1/25/2024 12:37:44.825 PM","-0.155","3.011","1.446","1.097","2.988"
"14304","1/25/2024 12:37:44.826 PM","-0.170","3.010","1.453","1.099","2.987"
"14305","1/25/2024 12:37:44.827 PM","-0.158","3.010","1.449","1.100","2.986"
"14306","1/25/2024 12:37:44.828 PM","-0.162","3.009","1.453","1.097","2.987"
"14307","1/25/2024 12:37:44.829 PM","-0.160","3.016","1.453","1.099","2.987"
"14308","1/25/2024 12:37:44.830 PM","-0.161","3.006","1.446","1.098","2.987"
"14309","1/25/2024 12:37:44.831 PM","-0.167","3.010","1.452","1.099","2.987"
"14310","1/25/2024 12:37:44.832 PM","-0.166","3.010","1.448","1.098","2.988"
"14311","1/25/2024 12:37:44.833 PM","-0.155","3.007","1.452","1.098","2.987"
"14312","1/25/2024 12:37:44.834 PM","-0.166","3.013","1.451","1.097","2.987"
"14313","1/25/2024 12:37:44.835 PM","-0.161","3.010","1.449","1.100","2.988"
"14314","1/25/2024 12:37:44.836 PM","-0.159","3.020","1.452","1.099","2.987"
"14315","1/25/2024 12:37:44.837 PM","-0.158","3.014","1.444","1.097","2.990"
"14316","1/25/2024 12:37:44.838 PM","-0.155","3.001","1.447","1.098","2.985"
"14317","1/25/2024 12:37:44.839 PM","-0.168","3.004","1.447","1.097","2.988"
"14318","1/25/2024 12:37:44.840 PM","-0.170","3.011","1.446","1.097","2.989"
"14319","1/25/2024 12:37:44.841 PM","-0.170","3.010","1.452","1.098","2.991"
"14320","1/25/2024 12:37:44.842 PM","-0.160","3.010","1.449","1.097","2.988"
"14321","1/25/2024 12:37:44.843 PM","-0.161","3.009","1.443","1.099","2.985"
"14322","1/25/2024 12:37:44.844 PM","-0.161","3.010","1.449","1.097","2.989"
"14323","1/25/2024 12:37:44.845 PM","-0.160","3.010","1.448","1.098","2.989"
"14324","1/25/2024 12:37:44.846 PM","-0.166","3.003","1.446","1.098","2.987"
"14325","1/25/2024 12:37:44.847 PM","-0.161","3.016","1.452","1.098","2.988"
"14326","1/25/2024 12:37:44.848 PM","-0.163","3.012","1.449","1.098","2.987"
"14327","1/25/2024 12:37:44.849 PM","-0.161","3.010","1.454","1.101","2.989"
"14328","1/25/2024 12:37:44.850 PM","-0.160","3.008","1.449","1.099","2.987"
"14329","1/25/2024 12:37:44.851 PM","-0.150","3.009","1.449","1.096","2.987"
"14330","1/25/2024 12:37:44.852 PM","-0.156","3.005","1.453","1.100","2.985"
"14331","1/25/2024 12:37:44.853 PM","-0.157","3.006","1.449","1.100","2.989"
"14332","1/25/2024 12:37:44.854 PM","-0.152","3.010","1.451","1.098","2.986"
"14333","1/25/2024 12:37:44.855 PM","-0.157","3.003","1.447","1.098","2.987"
"14334","1/25/2024 12:37:44.856 PM","-0.166","3.010","1.446","1.098","2.987"
"14335","1/25/2024 12:37:44.857 PM","-0.162","3.014","1.447","1.098","2.986"
"14336","1/25/2024 12:37:44.858 PM","-0.155","3.011","1.450","1.098","2.989"
"14337","1/25/2024 12:37:44.859 PM","-0.146","3.010","1.449","1.096","2.989"
"14338","1/25/2024 12:37:44.860 PM","-0.153","3.011","1.448","1.099","2.989"
"14339","1/25/2024 12:37:44.861 PM","-0.159","3.013","1.452","1.099","2.986"
"14340","1/25/2024 12:37:44.862 PM","-0.165","3.012","1.448","1.099","2.985"
"14341","1/25/2024 12:37:44.863 PM","-0.155","3.010","1.450","1.096","2.988"
"14342","1/25/2024 12:37:44.864 PM","-0.163","3.014","1.448","1.099","2.985"
"14343","1/25/2024 12:37:44.865 PM","-0.170","3.009","1.452","1.098","2.988"
"14344","1/25/2024 12:37:44.866 PM","-0.158","3.011","1.451","1.098","2.986"
"14345","1/25/2024 12:37:44.867 PM","-0.170","3.010","1.448","1.096","2.987"
"14346","1/25/2024 12:37:44.868 PM","-0.155","3.007","1.450","1.099","2.987"
"14347","1/25/2024 12:37:44.869 PM","-0.158","3.016","1.448","1.096","2.986"
"14348","1/25/2024 12:37:44.870 PM","-0.173","3.010","1.454","1.098","2.988"
"14349","1/25/2024 12:37:44.871 PM","-0.164","3.006","1.447","1.099","2.988"
"14350","1/25/2024 12:37:44.872 PM","-0.157","3.003","1.453","1.099","2.987"
"14351","1/25/2024 12:37:44.873 PM","-0.160","3.013","1.446","1.098","2.989"
"14352","1/25/2024 12:37:44.874 PM","-0.157","3.010","1.447","1.096","2.990"
"14353","1/25/2024 12:37:44.875 PM","-0.152","3.012","1.449","1.098","2.986"
"14354","1/25/2024 12:37:44.876 PM","-0.163","3.011","1.453","1.098","2.987"
"14355","1/25/2024 12:37:44.877 PM","-0.161","3.011","1.450","1.100","2.985"
"14356","1/25/2024 12:37:44.878 PM","-0.164","3.013","1.447","1.098","2.986"
"14357","1/25/2024 12:37:44.879 PM","-0.166","3.010","1.453","1.099","2.988"
"14358","1/25/2024 12:37:44.880 PM","-0.167","3.011","1.447","1.099","2.987"
"14359","1/25/2024 12:37:44.881 PM","-0.173","3.010","1.451","1.098","2.987"
"14360","1/25/2024 12:37:44.882 PM","-0.165","3.012","1.449","1.098","2.988"
"14361","1/25/2024 12:37:44.883 PM","-0.162","3.011","1.452","1.101","2.988"
"14362","1/25/2024 12:37:44.884 PM","-0.151","3.011","1.452","1.098","2.985"
"14363","1/25/2024 12:37:44.885 PM","-0.163","3.014","1.448","1.102","2.987"
"14364","1/25/2024 12:37:44.886 PM","-0.170","3.015","1.453","1.098","2.989"
"14365","1/25/2024 12:37:44.887 PM","-0.163","3.008","1.450","1.100","2.988"
"14366","1/25/2024 12:37:44.888 PM","-0.157","3.011","1.449","1.098","2.986"
"14367","1/25/2024 12:37:44.889 PM","-0.160","3.006","1.455","1.098","2.987"
"14368","1/25/2024 12:37:44.890 PM","-0.155","3.008","1.449","1.096","2.989"
"14369","1/25/2024 12:37:44.891 PM","-0.160","3.011","1.442","1.098","2.988"
"14370","1/25/2024 12:37:44.892 PM","-0.161","3.012","1.453","1.100","2.987"
"14371","1/25/2024 12:37:44.893 PM","-0.164","3.011","1.451","1.098","2.986"
"14372","1/25/2024 12:37:44.894 PM","-0.155","3.012","1.454","1.098","2.985"
"14373","1/25/2024 12:37:44.895 PM","-0.166","3.011","1.450","1.100","2.988"
"14374","1/25/2024 12:37:44.896 PM","-0.158","3.021","1.447","1.098","2.992"
"14375","1/25/2024 12:37:44.897 PM","-0.160","3.025","1.452","1.099","2.988"
"14376","1/25/2024 12:37:44.898 PM","-0.165","3.010","1.450","1.098","2.987"
"14377","1/25/2024 12:37:44.899 PM","-0.159","3.010","1.451","1.098","2.988"
"14378","1/25/2024 12:37:44.900 PM","-0.159","3.010","1.449","1.098","2.988"
"14379","1/25/2024 12:37:44.901 PM","-0.160","3.015","1.451","1.097","2.989"
"14380","1/25/2024 12:37:44.902 PM","-0.159","3.010","1.453","1.099","2.988"
"14381","1/25/2024 12:37:44.903 PM","-0.158","3.013","1.450","1.099","2.990"
"14382","1/25/2024 12:37:44.904 PM","-0.165","3.017","1.453","1.098","2.988"
"14383","1/25/2024 12:37:44.905 PM","-0.148","3.018","1.452","1.100","2.987"
"14384","1/25/2024 12:37:44.906 PM","-0.163","3.012","1.449","1.099","2.986"
"14385","1/25/2024 12:37:44.907 PM","-0.152","3.011","1.452","1.098","2.989"
"14386","1/25/2024 12:37:44.908 PM","-0.161","3.009","1.450","1.099","2.988"
"14387","1/25/2024 12:37:44.909 PM","-0.164","3.011","1.449","1.097","2.987"
"14388","1/25/2024 12:37:44.910 PM","-0.157","3.010","1.453","1.099","2.986"
"14389","1/25/2024 12:37:44.911 PM","-0.165","3.009","1.453","1.099","2.986"
"14390","1/25/2024 12:37:44.912 PM","-0.167","3.013","1.452","1.097","2.983"
"14391","1/25/2024 12:37:44.913 PM","-0.164","3.018","1.448","1.097","2.985"
"14392","1/25/2024 12:37:44.914 PM","-0.163","3.013","1.452","1.100","2.988"
"14393","1/25/2024 12:37:44.915 PM","-0.161","3.009","1.447","1.100","2.989"
"14394","1/25/2024 12:37:44.916 PM","-0.156","3.011","1.451","1.098","2.986"
"14395","1/25/2024 12:37:44.917 PM","-0.170","3.013","1.446","1.099","2.988"
"14396","1/25/2024 12:37:44.918 PM","-0.171","3.013","1.452","1.100","2.985"
"14397","1/25/2024 12:37:44.919 PM","-0.169","3.015","1.453","1.097","2.988"
"14398","1/25/2024 12:37:44.920 PM","-0.150","3.012","1.449","1.099","2.987"
"14399","1/25/2024 12:37:44.921 PM","-0.158","3.014","1.453","1.101","2.988"
"14400","1/25/2024 12:37:44.922 PM","-0.160","3.010","1.451","1.098","2.988"
"14401","1/25/2024 12:37:44.923 PM","-0.166","3.009","1.451","1.100","2.988"
"14402","1/25/2024 12:37:44.924 PM","-0.162","3.009","1.450","1.097","2.985"
"14403","1/25/2024 12:37:44.925 PM","-0.153","3.010","1.449","1.099","2.988"
"14404","1/25/2024 12:37:44.926 PM","-0.161","3.010","1.453","1.100","2.985"
"14405","1/25/2024 12:37:44.927 PM","-0.159","3.009","1.448","1.099","2.980"
"14406","1/25/2024 12:37:44.928 PM","-0.157","3.011","1.450","1.102","2.987"
"14407","1/25/2024 12:37:44.929 PM","-0.159","3.014","1.453","1.100","2.988"
"14408","1/25/2024 12:37:44.930 PM","-0.149","3.010","1.450","1.099","2.988"
"14409","1/25/2024 12:37:44.931 PM","-0.164","3.011","1.452","1.098","2.987"
"14410","1/25/2024 12:37:44.932 PM","-0.160","3.012","1.453","1.099","2.985"
"14411","1/25/2024 12:37:44.933 PM","-0.155","3.011","1.442","1.099","2.985"
"14412","1/25/2024 12:37:44.934 PM","-0.158","3.013","1.452","1.097","2.986"
"14413","1/25/2024 12:37:44.935 PM","-0.152","3.017","1.446","1.098","2.988"
"14414","1/25/2024 12:37:44.936 PM","-0.173","3.015","1.451","1.101","2.988"
"14415","1/25/2024 12:37:44.937 PM","-0.169","3.011","1.453","1.099","2.987"
"14416","1/25/2024 12:37:44.938 PM","-0.157","3.004","1.452","1.097","2.990"
"14417","1/25/2024 12:37:44.939 PM","-0.153","3.014","1.448","1.099","2.989"
"14418","1/25/2024 12:37:44.940 PM","-0.160","3.010","1.454","1.099","2.986"
"14419","1/25/2024 12:37:44.941 PM","-0.163","3.010","1.449","1.097","2.986"
"14420","1/25/2024 12:37:44.942 PM","-0.170","3.012","1.449","1.098","2.983"
"14421","1/25/2024 12:37:44.943 PM","-0.168","3.012","1.454","1.098","2.985"
"14422","1/25/2024 12:37:44.944 PM","-0.172","3.009","1.450","1.098","2.986"
"14423","1/25/2024 12:37:44.945 PM","-0.164","3.011","1.449","1.099","2.990"
"14424","1/25/2024 12:37:44.946 PM","-0.175","3.011","1.453","1.098","2.992"
"14425","1/25/2024 12:37:44.947 PM","-0.162","3.016","1.451","1.098","2.985"
"14426","1/25/2024 12:37:44.948 PM","-0.169","3.013","1.452","1.098","2.992"
"14427","1/25/2024 12:37:44.949 PM","-0.163","3.010","1.453","1.099","2.988"
"14428","1/25/2024 12:37:44.950 PM","-0.163","3.011","1.451","1.098","2.986"
"14429","1/25/2024 12:37:44.951 PM","-0.159","3.004","1.452","1.098","2.990"
"14430","1/25/2024 12:37:44.952 PM","-0.172","3.016","1.451","1.100","2.988"
"14431","1/25/2024 12:37:44.953 PM","-0.163","3.013","1.449","1.100","2.981"
"14432","1/25/2024 12:37:44.954 PM","-0.157","3.011","1.453","1.100","2.986"
"14433","1/25/2024 12:37:44.955 PM","-0.175","3.005","1.449","1.099","2.987"
"14434","1/25/2024 12:37:44.956 PM","-0.162","3.011","1.449","1.100","2.989"
"14435","1/25/2024 12:37:44.957 PM","-0.164","3.010","1.454","1.098","2.988"
"14436","1/25/2024 12:37:44.958 PM","-0.149","3.012","1.450","1.099","2.989"
"14437","1/25/2024 12:37:44.959 PM","-0.160","3.007","1.453","1.100","2.987"
"14438","1/25/2024 12:37:44.960 PM","-0.164","3.011","1.451","1.100","2.988"
"14439","1/25/2024 12:37:44.961 PM","-0.154","3.011","1.448","1.102","2.988"
"14440","1/25/2024 12:37:44.962 PM","-0.158","3.008","1.454","1.100","2.987"
"14441","1/25/2024 12:37:44.963 PM","-0.170","3.007","1.453","1.097","2.988"
"14442","1/25/2024 12:37:44.964 PM","-0.155","3.004","1.450","1.098","2.987"
"14443","1/25/2024 12:37:44.965 PM","-0.158","3.011","1.453","1.101","2.986"
"14444","1/25/2024 12:37:44.966 PM","-0.159","3.010","1.450","1.100","2.988"
"14445","1/25/2024 12:37:44.967 PM","-0.161","3.010","1.451","1.097","2.985"
"14446","1/25/2024 12:37:44.968 PM","-0.167","3.010","1.454","1.097","2.986"
"14447","1/25/2024 12:37:44.969 PM","-0.159","3.009","1.450","1.100","2.988"
"14448","1/25/2024 12:37:44.970 PM","-0.155","3.008","1.447","1.100","2.986"
"14449","1/25/2024 12:37:44.971 PM","-0.161","3.011","1.456","1.098","2.989"
"14450","1/25/2024 12:37:44.972 PM","-0.162","3.015","1.449","1.101","2.990"
"14451","1/25/2024 12:37:44.973 PM","-0.160","3.012","1.452","1.100","2.990"
"14452","1/25/2024 12:37:44.974 PM","-0.169","3.011","1.455","1.099","2.989"
"14453","1/25/2024 12:37:44.975 PM","-0.164","3.010","1.448","1.099","2.985"
"14454","1/25/2024 12:37:44.976 PM","-0.154","3.011","1.456","1.100","2.986"
"14455","1/25/2024 12:37:44.977 PM","-0.167","3.008","1.449","1.098","2.986"
"14456","1/25/2024 12:37:44.978 PM","-0.160","3.012","1.450","1.099","2.985"
"14457","1/25/2024 12:37:44.979 PM","-0.163","3.010","1.456","1.099","2.989"
"14458","1/25/2024 12:37:44.980 PM","-0.171","3.010","1.451","1.097","2.988"
"14459","1/25/2024 12:37:44.981 PM","-0.162","3.011","1.453","1.099","2.988"
"14460","1/25/2024 12:37:44.982 PM","-0.164","3.009","1.454","1.099","2.987"
"14461","1/25/2024 12:37:44.983 PM","-0.167","3.013","1.448","1.098","2.988"
"14462","1/25/2024 12:37:44.984 PM","-0.159","3.010","1.453","1.099","2.987"
"14463","1/25/2024 12:37:44.985 PM","-0.157","3.010","1.453","1.100","2.988"
"14464","1/25/2024 12:37:44.986 PM","-0.160","3.011","1.452","1.099","2.988"
"14465","1/25/2024 12:37:44.987 PM","-0.157","3.011","1.452","1.097","2.987"
"14466","1/25/2024 12:37:44.988 PM","-0.163","3.005","1.447","1.097","2.988"
